sentiment,time,tweet
Positive,Sun Apr 19 10:20:12 PDT 2009,"I am so tired, but I just couldn't put Beteayed down It was just too damn good. Night all. "
Positive,Fri Jun 05 20:58:29 PDT 2009,is getting excited about her man coming to town! 
Positive,Mon Jun 15 22:11:47 PDT 2009,Ok so Peters not that young but he is sexy hot 
Negative,Wed Jun 17 05:48:44 PDT 2009,but I don't think he would send it to me to Hungary  He needs 500K followers! His offer through a video by himself: http://bit.ly/frl6W
Positive,Mon Jun 01 06:24:17 PDT 2009,"@Jabogan It's a curse.  I mean, I think all my chars do.  Oh well, at least I have an incentive to learn/create some "
Positive,Tue Jun 02 01:16:46 PDT 2009,omg new moon looks GREAT!!! team jacob FTW!! 
Negative,Tue Jun 02 23:17:03 PDT 2009,@jacobturner  I can't sleep either. Let's talk on AIM. My screen name is: m0lly all 0v3r
Positive,Fri May 29 18:25:44 PDT 2009,@niariley hahah I love mommy nicki  ...don't do it!
Negative,Thu Jun 25 10:26:32 PDT 2009,"Laying aroundd. I don't feel good, "
Negative,Fri Jun 19 12:07:43 PDT 2009,@oskeeintl what did I do wrong??? I don't have enuff followers? 
Negative,Thu Jun 25 02:02:12 PDT 2009,My birthday today!  was hoping to be woken by a kiss from @jennifalconer but it didn't happen  
Positive,Thu May 28 21:36:18 PDT 2009,catchy. I like it  rb@tedbergstrand: &quot;catchy little tune i heard the other day.  apparently sean kingston's p... ? http://blip.fm/~78lcy
Negative,Wed Jun 17 18:17:15 PDT 2009,my nose is sore fm blowing it alllll day 
Positive,Sat Jun 06 20:26:38 PDT 2009,@deshawnsnow speak those things into exsistance as if they were! Have a safe trip with your lovely fam 
Positive,Sat Jun 06 08:11:22 PDT 2009,"@demongirly I so need to remember that one, that's the most fantastic phrase EVER! "
Negative,Thu May 28 23:27:09 PDT 2009,there's really no android twitter app of Tweetie's calibre 
Positive,Sun May 03 12:19:39 PDT 2009,@tommcfly like.. touring in america? haha.   i'm buying your hoody and the t-shirt with a mic and lightening bults!! can't wait!! 
Positive,Tue Jun 02 11:24:08 PDT 2009,"@shananigans06 &quot;To Hell And Back&quot; is the last Valentine book, and &quot;Coming Home&quot; is the last short story. No plans for more Danny books. "
Negative,Sun Jun 07 09:44:20 PDT 2009,"in St George's, finally!!! Nice weather yesterday night (bbqing on the Etoile's deck) but rainning now  Fiesta in consulate 2nite!"
Negative,Mon Jun 15 14:55:33 PDT 2009,Not going to school tmmrw 
Positive,Tue May 26 23:01:19 PDT 2009,"@JonoMLA Thanks Jono, but I'm going to (somewhat ironically) opt-out of your offer.  #ableg #Bill44"
Positive,Fri May 22 08:20:17 PDT 2009,was up all night in a battle of wills against his development kit. It lost. 
Negative,Sun May 03 19:16:26 PDT 2009,omg just came back from the store and my knee feels like it wanna just break on me any second now... ughh felt like this since earlier 
Positive,Sun May 31 15:19:30 PDT 2009,Cannot wait for the MTV awards (: @MileyCyrus Goodluck! 
Negative,Sun May 17 21:33:32 PDT 2009,Times when u miss having a man around: when something is up VERY high 
Negative,Fri Jun 05 09:20:49 PDT 2009,@laceycamile Jay just said he wouldn't bring you back with him  I think he's against you now... Oh no! Kill him!
Positive,Sun Jun 07 20:04:48 PDT 2009,@jfer32075 i'm still &quot;watching&quot; it...i'm just taking frequent breaks and finishing my toe nails 
Negative,Wed Jun 24 23:10:28 PDT 2009,"Aww  Stripes (a kitten) is all alone, while his/her siblings are getting milk. I wonder where the other kitten is..."
Positive,Thu May 28 20:38:08 PDT 2009,@chutry  you want to work on my paper now? 
Positive,Tue Jun 16 08:01:44 PDT 2009,had lemon poppy seed muffins for breakfast... mmm... 
Positive,Sun May 10 18:26:06 PDT 2009,@KingdomFirstMom Maybe! You should try it.  my daughter loves the Do Re Mi song. It is cute to watch them dance and sing.
Positive,Fri May 29 15:52:25 PDT 2009,"@mitchelmusso naww, you should call me , actually. 250-448-6484. it would make my life "
Negative,Fri May 29 16:59:40 PDT 2009,"@DJLisaFoxx Ouch. I used to hate it when I did that  (And then there are the irate callers who were trying to record, getting p***ed, etc)"
Negative,Mon Jun 01 02:56:55 PDT 2009,@natmandu oh no how did u break your finger! 
Negative,Tue Jun 02 09:54:52 PDT 2009,i need a hun 
Negative,Sat Jun 06 13:13:36 PDT 2009,@ejblackburn How I wish he was still on the Board - him and Warren 
Positive,Mon Jun 01 05:54:10 PDT 2009,"Welcome and thank you to the new follows over the weekend, looking forward to reading you all! "
Negative,Mon May 04 05:27:52 PDT 2009,just  tbh
Negative,Tue Jun 16 06:44:22 PDT 2009,"is up  wanted more sleep! Oh well, work tonight for sure. Feeling ok today, but definitely not normal. :/"
Positive,Sun May 31 03:04:34 PDT 2009,good night my fellow Tweakers! i mean twitters! 
Positive,Sat May 30 04:03:17 PDT 2009,"@__dana__ doing fine here. Season is winding down, summer is here, and I get to go to Florence next week. Stendhal syndrome here i come "
Negative,Mon Jun 01 17:06:41 PDT 2009,signed the new lease.. going to miss brooke 
Positive,Mon Jun 15 07:39:47 PDT 2009,@lilyroseallen punch them 
Positive,Sat May 30 22:39:37 PDT 2009,"What a perfect day!  Thanks for all the support and qustions.  Keep them coming...I love you guys   Time for bed, catchya tomorrow!"
Negative,Mon Jun 22 19:18:42 PDT 2009,"TMI: I just ate spaghetti and my stomach is not happy... do not want to throw that up, been there done that and it's GROSS. And stringy. "
Negative,Fri Jun 05 21:16:14 PDT 2009,@AshleyOlsen7  sorry about lucas 
Negative,Tue Jun 02 13:08:22 PDT 2009,"Y'know, Hayfever's a bitch. I havn't been able to take my knuckles away from my eyes all day "
Negative,Fri Jun 19 01:05:57 PDT 2009,@DjDrewG the Erica Jayne? Yes they've been out for a while. I got the legal promo last month but never said anything bout it  GREAT CDM!
Negative,Sun May 17 23:10:11 PDT 2009,"@calebsimpson Oh, no! What happened with your Yosemite trip? Why did it fall through?  #climb"
Positive,Sun Jun 07 11:35:26 PDT 2009,"@waynemarkle  I wish. I just love words and their origin maybe I compensate somehow about my job that's all about numbers/calculations, u?"
Positive,Fri Jun 05 19:54:30 PDT 2009,Night fishing 
Positive,Mon Jun 01 12:47:06 PDT 2009,@MsCrysJ hey no argument here I'll take any help I can get 
Negative,Mon Jun 01 08:32:33 PDT 2009,"@bonjourcristal Ethan ate the house charger, I stole ym mom's car charger, my USB is at my boo's house "
Negative,Sun Jun 07 06:25:21 PDT 2009,Last day at the lake 
Positive,Mon Jun 15 14:53:54 PDT 2009,"@IzzySc Well, that's where you're tripping yourself up. Don't be so concerned about what other people think  #BSB"
Negative,Mon May 04 05:32:49 PDT 2009,work work work work work . 2nd to last week in duluth 
Negative,Mon Jun 22 12:55:42 PDT 2009,My tummy hurts. 
Positive,Sun Jun 07 13:09:20 PDT 2009,New members class at church  our pastor is so funny in small groups of people.
Negative,Sun Jun 21 08:23:39 PDT 2009,had a mega blow out this weekend  it was needed and from the bits I can remember it was mint bad hangover now though 
Positive,Sat May 30 09:29:25 PDT 2009,@allisonkytta no! i miss you! 
Positive,Thu May 21 23:38:14 PDT 2009,"@wetaworkshop Loved the last podcast! Richard mentioned some exciting stuff, and Shane is such a cool Kiwi. Nice job "
Negative,Tue Apr 07 07:34:09 PDT 2009,is a misunderstood bitch 
Positive,Thu May 14 06:13:03 PDT 2009,@therealdjjelly G'Morning Jelly 
Negative,Mon Jun 01 23:35:07 PDT 2009,"@A1mz haha thanks BFF, but i'd rather be fat and not in this pain  it woke me up every hour last night. twittering from bed!"
Positive,Fri May 29 08:23:45 PDT 2009,@Jsestan oh yes i hope so!! get the gang together...celebrations are to be had 
Positive,Sun May 10 02:27:13 PDT 2009,[Wrong!] @azuril your the earlybird so you suck  http://tinyurl.com/p47mdp
Negative,Tue Jun 02 18:05:13 PDT 2009,@LSUAaron I meet a guy in boot camp that got a Dear John letter from his g/f. He said Thank You was their song 
Negative,Thu Jun 18 11:55:26 PDT 2009,@emilylaura7 I gotta work all day 
Negative,Mon Jun 01 15:06:26 PDT 2009,grounded for hitting a guy in the face. 
Positive,Sat Jun 06 03:22:11 PDT 2009,@dougiemcfly You must give a concert in Spain! It would be awesome 
Positive,Sat May 30 21:01:15 PDT 2009,just saw Night at the Museum 2 and it was really cute 
Positive,Sat Jun 06 19:58:31 PDT 2009,@zachflauaus Glad something gets you riled up. 
Positive,Sat May 02 07:58:25 PDT 2009,reading... 
Negative,Wed Jun 17 16:22:44 PDT 2009,"Oh great, now that I got twitterfeed working again it picks up the old crap… "
Negative,Thu Jun 18 08:26:43 PDT 2009,I AM SO SICK OF RESCHEDULING FOR ALL OF THIS RAIN!!!!! I'm out of room in our calendar 
Positive,Wed Jun 03 00:54:15 PDT 2009,"@adycoles I just bought books + dvds off Amazon on doing one up, thinking of spending about 2.5K for a solid base then 'improve' it "
Positive,Sun May 10 03:07:57 PDT 2009,"blogging, cleaning and chatting while listening to phoenixfm "
Positive,Sun May 17 05:01:16 PDT 2009,@Orlovsky I'm sure I heard a rumour there was going to be another release gonna wait 
Negative,Wed Jun 24 22:34:05 PDT 2009, One of my guy-friends is making my doubt my ability to financially and emotionally support a puppy. And gave me a lecture on finances wtf
Negative,Sun Jun 07 16:27:01 PDT 2009,I do not want to go to school tomorrow 
Negative,Tue Jun 16 17:52:52 PDT 2009,"@aimstah   I am at work.  Haha, well I actually think I am going to use our hot tub tomorrow, so I should be ok til then."
Positive,Sat Apr 18 06:55:53 PDT 2009,@FZeringue @thestorylady Thanks so much for the #followfriday!  I appreciate it and wish you an amazing weekend!  
Positive,Sun May 17 02:41:32 PDT 2009,"jusy signed up to twitter, to see what all this bullshit is about...  now.. for followers....."
Positive,Tue Apr 21 00:05:43 PDT 2009,"Have you listened It's Alright, It's Ok by Ashley Tisdale? If no, listen..you'll love! And the music video is awesome. She look gorgeous "
Negative,Tue Jun 16 11:30:28 PDT 2009,"I'm freezing and tired  imy, I'm giving up on you soon, hopefully..?"
Negative,Thu Jun 18 11:29:49 PDT 2009,"Ok,so I am new @ this twitter thing anyone have any advice? I use twitterberry......don't know much about it  help please!!"
Positive,Sat Jun 06 18:40:18 PDT 2009,@AlexAllTimeLow haha spoken so calmly 
Negative,Fri May 22 05:41:00 PDT 2009,At the doctors. For Nadia's whiplash 
Positive,Mon Apr 06 23:18:19 PDT 2009,"@Eeoor - My pleasure! Let me know if you end up subbing, and what "
Positive,Sun Jun 07 05:05:01 PDT 2009,love me or hate me i dont care anymore.this is my life i rule it i make it.if you hate me then fine if you love me then i love you too 
Negative,Fri Jun 19 14:00:20 PDT 2009,if i had a dog my life would be complete...but i don't want to watch her being born... sorry!!! 
Positive,Sat May 30 18:36:43 PDT 2009,Ok so the bunny is out buut i might be getting the lil pug terrier next weekend!!!!!!! 
Positive,Sun May 31 11:57:55 PDT 2009,"#ohac Shameless plug for the OpenSolaris Bible, which Nick co-authored.  "
Negative,Sun May 03 05:33:36 PDT 2009,Spent the morning doing housework !! 
Positive,Tue Jun 02 03:00:56 PDT 2009,Good morning to all you U.S. tweets!  Time to go wake the hubby up.  Think I'll let Harley go jump on him (Harley being the 70 lb dog).  
Positive,Mon Jun 01 19:21:53 PDT 2009,@jooni OMG too funny. I LOVE IT TY 
Negative,Fri Jun 05 16:48:26 PDT 2009,Somewhat dreading my graduation ceremony. 
Positive,Mon Jun 01 02:50:38 PDT 2009,"@kcsabelino Okay, whatevz. HAHA. You have new phone nah? "
Positive,Mon Jun 15 16:10:46 PDT 2009,I found my phone! correction: my dad did. but still 
Negative,Mon Apr 20 00:30:28 PDT 2009,Killzone 2 keeps crashing  whats wrong with my PS3?
Positive,Sat Jun 06 01:21:38 PDT 2009,"Is it going to rain all day?!! It's Saturday, I have sunshiney things to do today!! "
Negative,Fri Jun 19 20:19:22 PDT 2009,Man Coldplay was amazing last night. Tonight seems so lame now compared to last night 
Positive,Sun May 31 00:10:12 PDT 2009,Is anyone else going to get their new SideKick today?  I'm on my way!
Negative,Fri Jun 05 08:51:05 PDT 2009,Leavin Cert.....  Stupid Louth Pricks
Positive,Sun May 31 14:33:18 PDT 2009,"@crisr Okay, but I'm still gonna share links.  Bullhorn and V'r -  http://www.battlegrip.com/?p=3006 http://www.battlegrip.com/?p=2923"
Negative,Sun May 17 06:36:49 PDT 2009,"@leannebellman I've got loads of work to do, didn't end up doing any yesterday  Is it bloggers today?"
Positive,Sat Jun 06 01:27:40 PDT 2009,"hi twitters  (a experimentar o qwit no kde, parece ser muito bom)"
Positive,Tue Apr 07 07:55:37 PDT 2009,@stephenfry Perhaps we should now refer to you as Sir Tan-a-lot.  
Negative,Tue Apr 21 01:34:56 PDT 2009,@ddlovato scary dream  just woke up from it.
Negative,Sat Jun 20 13:27:45 PDT 2009,At the hospital visiting my grandma.  
Positive,Mon Jun 01 08:39:15 PDT 2009,"I'm awake today  Lots to do today. Applications, cleaning, printing. "
Positive,Fri May 29 15:52:16 PDT 2009,@infamousozcar I was almost on America's Most Wanted...but we had to cancel due to permit issues =( I was gonna be crossing the border 
Negative,Fri May 22 08:32:23 PDT 2009,"Well, that was a bust...I can always work out AFTER dinner ...much later on. lmfao.  "
Positive,Fri May 29 00:59:31 PDT 2009,Just installed TwInbox in Outlook. Let's see if this is usefull 
Positive,Tue Jun 16 07:09:03 PDT 2009,"@charleshb Good here, making the most of my summer vacation.  Have a good one!"
Negative,Mon Jun 01 07:05:57 PDT 2009,i have tried on i don't know a million outfits today and i can't find the right one. so today i am going to look like a mess at skool. 
Negative,Mon Jun 01 23:01:03 PDT 2009,@darenotspeak What's wrong?   Did you want to talk about it?
Positive,Fri May 22 01:07:13 PDT 2009,@kenwilsonlondon Sorry about forgetting 2 congratulate u on your 300th Tweet. Will make it up 2 u - will send flowers when you reach 500 
Negative,Mon May 04 00:35:52 PDT 2009,is leaving Houston in the morning.  SanAntonio and the back to the valley!
Positive,Fri Jun 05 23:12:44 PDT 2009,"had some dinner at La Huasteca, good mexican food. "
Negative,Sun May 31 05:30:12 PDT 2009,@lmayer I hope it's not because I'm on vaca!  Praying for ya'll this morning....
Negative,Mon May 04 06:17:42 PDT 2009,FINALLY finished it! it feels as if a tiny weight has just been lifted off my shoulders. one down two to go 
Negative,Tue Jun 02 00:04:33 PDT 2009,"@megspptc yes,   I should've gone w/ Jordan, I'm sure he wouldn't have ignored me.....  but we're not being sad &amp; devastated again"
Positive,Sat Jun 06 21:24:53 PDT 2009,im about to video chat w| @officialTila 
Positive,Mon May 11 21:48:42 PDT 2009,@sovanessasaidd haha was she the winner? 
Positive,Sat Apr 18 14:29:39 PDT 2009,"@leinsterman nja, @DarrenGreene na was trying to be smart ! Only heard about that stuff from my granddad "
Negative,Mon Jun 01 10:14:04 PDT 2009,Nothing more fun then being at the doctors! 
Negative,Sun Jun 07 08:21:35 PDT 2009,just woke up.. don't want to go to school tomorrow. 
Positive,Sat May 02 06:32:25 PDT 2009,Good morning all! 
Negative,Fri Jun 19 00:37:24 PDT 2009,"@morganmarie my comp is dying on me and i don't have my power cord. so sorry, but i'll talk to you tomorrow.  'night"
Negative,Wed Jun 24 21:15:47 PDT 2009,"@mohofrappe Realistically, it doesn't look too good.  "
Negative,Mon Jun 15 12:22:05 PDT 2009,"i killed the fail whale, and i feel evil.    i think i need to go to confession...wait i'm not catholic"
Negative,Sun May 17 03:03:48 PDT 2009,"Busy sunday ahead, problem is the weather out there isnt ha;f bad "
Positive,Thu May 28 21:44:34 PDT 2009,@thewhooligan hello sir... Good sangria and lovely ppl at the table 
Positive,Sun Jun 07 17:36:10 PDT 2009,@tommcfly have you ever thought about playing in the CARIBBEAN? oooh that sounds good right? 
Positive,Mon Jun 01 20:51:01 PDT 2009,@QuelynnInc about to hit the sack  I'm good. How about yourself. Ping me tomorrow if you catch me in the stream. Goodnight zzzzzzzzzz
Negative,Sun May 31 14:50:23 PDT 2009,"Go to rest and ready to watch mtv awards tonite,see ya later tweets (: Miss ya bruuder "
Negative,Thu Jun 18 06:57:32 PDT 2009,"@perlcub Ooooh, points to you for the obscure reference to foreign television shows.  God I need sleep but need to get stuff done today "
Positive,Sat May 30 11:52:37 PDT 2009,@PaulineMJ i did enjoy the sun 2day. im glad u enjoyed the sun. 
Negative,Sat Jun 06 19:07:56 PDT 2009,AAAAAAANDDDDD... i havent talked to him in like 2 days 
Negative,Mon Jun 22 11:22:52 PDT 2009,@arnegreyling Good luck! Writing Economics 3 on Thursday 
Positive,Sun Jun 07 10:07:38 PDT 2009,@sidrajalil1132 what ? 
Negative,Mon Jun 01 17:13:00 PDT 2009,And I want a new car!!!!!! 
Positive,Tue Jun 16 01:52:59 PDT 2009,@iamjersey FO SHIZZLEEEEEE.  I'm in love with themmm.
Positive,Tue Jun 02 01:18:36 PDT 2009,@sustainable_ Thank you Olivia. We have had over 1000 people take the test 
Positive,Tue Apr 07 06:19:53 PDT 2009,Photo: eatsleepdraw: so weird� I like it.  http://tumblr.com/xig1jujl3
Negative,Sat May 02 13:17:04 PDT 2009,When will `X-Men Origins:Wolverine` release in india ? looks like multiplex 'es are on strike  - no new films ?  #wolverine
Negative,Sun May 31 05:35:04 PDT 2009,still hasnt left for the park and might cry soon as i have to be back for 3 
Positive,Thu May 14 04:27:39 PDT 2009,Having a quiet day reading Oroonoko and Crusoe before off to Chester tonight 
Positive,Tue Apr 07 02:48:20 PDT 2009,There's a whole bunch of weird people following me... so I'll just do some more reading and pretend they aren't there 
Negative,Sat May 02 22:18:49 PDT 2009,I wish my baby would cheer up. 
Positive,Sun Jun 07 13:13:22 PDT 2009,@eatit007 hey.. 
Negative,Sun Jun 07 00:32:39 PDT 2009,I'm tired of being nothing.  
Positive,Sat May 30 06:33:01 PDT 2009,#myweakness TWITTER  Myspace &amp; Facebook aint got shit on them! Know that OWWWW.
Negative,Fri May 22 02:40:00 PDT 2009,it's sunny outside and ive got a cold  - gutted !
Positive,Fri May 22 04:30:23 PDT 2009,I'm not sure if all of you have noticed or not in this #jaljeera thing.. we've seen so many brands. Indian brands leave a good impression 
Positive,Sat Jun 06 11:01:31 PDT 2009,@Schlanghole is the concert and the bar free or just the bar? 
Positive,Sat Apr 18 22:17:12 PDT 2009,Now I'm totally happy &amp; having coffee &amp; pimento cheese sandwich. Life is good tonite. 
Positive,Sat Apr 18 22:52:23 PDT 2009,"@rheeuhh enjoy the pizza.  You've been such a gym rat lately, your metabolism will probably burn that off pronto!"
Positive,Mon May 18 06:32:34 PDT 2009,@RachelleGardner I like your attitude! Mondays are not to be dreaded. 
Negative,Sun May 31 00:10:52 PDT 2009,m havin a headache....  dunno da reason tho...
Negative,Sun Jun 07 06:51:56 PDT 2009,"@Fergusthedog ohhhhhh and i missed  #weekendroadtrip  well, dere will be anofur one"
Positive,Tue Jun 16 01:31:00 PDT 2009,had a dream Columbus Short was tryna holla  lol.
Positive,Sat May 30 02:24:50 PDT 2009,Home safe n sound! Uh! Can't wait for the rest of the day! Once again HAPPY BDAY TO ME!!!! 
Negative,Fri Jun 05 21:25:38 PDT 2009,@sharonginelle I'm sorry you're cranky and PMS-y...  And... What's Fmeverything?
Negative,Sun Jun 21 06:07:06 PDT 2009,"For the first day of summer, it's awfully gloomy outside. "
Positive,Mon Apr 20 23:35:49 PDT 2009,leaving work to find me my masseus and get myslef rid of some chronic knots!! Huzzah 
Positive,Sun May 31 13:54:50 PDT 2009,@ThatsItSonGoOn our stuff is pretty spendy too $4-5 a pack for hot dogs. But its soooo yummy 
Positive,Sat May 30 08:23:22 PDT 2009,A much deeper appreciation to mom's everywhere...been a &quot;single&quot; father all AM while my wife works.  
Positive,Sun May 10 03:18:00 PDT 2009,YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.
Positive,Sun Jun 07 16:18:55 PDT 2009,"P.S. If hoes listened &amp; would stay off my twitter &amp; aim, they wouldnt have anything to worry about!! Now back to my beautiful sunday! "
Positive,Mon Jun 15 18:35:51 PDT 2009,"@LuvD143 even though you said you don't sing, you should help daniel write a song! seems like you are creative! "
Negative,Sun Jun 14 23:33:55 PDT 2009,MY LAPTOP CRASHED 
Negative,Tue Jun 23 14:41:05 PDT 2009,@BrownBeauty330 coulda been me 
Negative,Sat Jun 20 18:18:38 PDT 2009,making some plans for tonight i lost mi ID  i'm extremely stupid
Negative,Tue Jun 16 15:32:34 PDT 2009,Uhm.. still up.. just checked iTunes.. still no 3.0.. Was nice talking to Jair again! Only the booze only the booze... uhgm 
Negative,Sun May 17 18:17:17 PDT 2009,first Pirate game I've been to in 2 years that they won. 10-run 7th inning. But I missed the pierogi race 
Negative,Thu Jun 25 02:33:15 PDT 2009,@sapphire_city i want the nightmares to stop  and i dont want my friend to move away 
Positive,Sat May 30 10:21:50 PDT 2009,@boonken I've fixed it bro!! do check it out!! http://euveng.com *yes* thanks so much for ur feeback! 
Positive,Fri May 29 21:11:34 PDT 2009,@sanichols were you at Tom Thumb? I think I saw your drunk ass buying more beer 
Positive,Sun May 17 08:37:39 PDT 2009,"had several epiphanies this weekend. No. 1: JSF is dead, Dojo is the future (as some people have been telling me for a while  )"
Positive,Mon Jun 01 23:50:29 PDT 2009,Im so happy Conan is back 
Positive,Fri May 29 22:05:52 PDT 2009,u didn't miss anything. u know what the words are: sweaty juicy night box move. do it when u feel inspired {or sweaty} 
Positive,Sat Jun 06 03:22:13 PDT 2009,@sangishyam Aww.. Dont feel sad.. You can always be in touch with her throught the net! And am your friend too! 
Positive,Tue Jun 16 03:10:55 PDT 2009,@cretakano now i'm here too sayang! 
Positive,Mon Jun 15 11:09:56 PDT 2009,@shortstuff42388 that's what I figured 
Positive,Mon Jun 01 23:02:10 PDT 2009,@bje2323 that sounds like a grand plan friend 
Negative,Sun Apr 19 12:10:42 PDT 2009,@mdwaterfront i know! i had work and couldnt come down 
Negative,Tue Apr 07 01:02:47 PDT 2009,@marcfennell I should be in that photo 
Negative,Mon Jun 01 07:56:21 PDT 2009,"eeek I wish I knew when the Microsoft briefing thing was and what channel G4 is for me. Since it's such a shit channel, I have no clue  "
Positive,Mon Jun 01 20:16:45 PDT 2009,@DawnRichard Dawn you know we love you!! You're the reason I even made a twitter 
Negative,Tue Jun 16 07:32:19 PDT 2009,"@Mela622 ok, i will in a min. im having technical difficulties right now "
Negative,Sun Apr 19 02:22:57 PDT 2009,Really doesn't want to have to get up at 7am tomorrow 
Negative,Sun Jun 21 09:17:41 PDT 2009,The Mon(ster)day is here! 
Positive,Mon Jun 15 19:56:36 PDT 2009,says yey its raining!  http://plurk.com/p/1182fq
Negative,Fri May 29 10:56:23 PDT 2009,Such a beautiful day...wish my bike hadn't been run over by a car - hit and run.   #bikeTO
Negative,Sun May 10 05:21:36 PDT 2009,hates how much work she has on  save me!
Negative,Sun Apr 19 04:47:41 PDT 2009,i cant believe theyd do that. thats five months of hard work and labour and no enjoyment whatsoever. all thrown away.  i need a hug!
Positive,Fri Jun 05 18:09:46 PDT 2009,@ohhhhsierra awesome! lol. we can get an angry mob to come too! 
Negative,Thu Jun 04 12:59:21 PDT 2009,@Renee_Saavedra on her website i think n mileyworld i kno shes comin 2 NC but not close 2 me 2hrs from where i am n i wont be able 2 go 
Negative,Tue Jun 02 19:19:38 PDT 2009,wondering what i'm doing up at this time...I need to sleep 
Positive,Sun May 31 12:54:35 PDT 2009,@luluchandie85 oh how nice! lucky you  could you just go both places?
Positive,Mon May 04 03:58:12 PDT 2009,Is babysitting 3 dogs...they are all over the place... 
Negative,Tue Jun 02 04:36:54 PDT 2009,@ahmytamagotchi aww   well theres the iphone/ipod touch version out atm! i ran out of itunes credit though... &gt;&lt;
Positive,Fri Jun 05 23:44:46 PDT 2009,life keeps gettin betterer and betterer...lol..life = great after a long long time...im gonna go join my sister in a water fight now bye 
Positive,Mon Jun 15 03:03:16 PDT 2009,"#iremember Clueless, Now and Then, Jonathan Taylor Thomas and Devon Sawa! Also pogs, teks, Ghost Fighter and Meteor Garden "
Positive,Sun May 31 05:31:19 PDT 2009,@investinyour no boat we sold it 
Negative,Fri Jun 19 11:52:17 PDT 2009,@gimmeapuck I wish I knew. 
Positive,Mon Jun 01 15:51:24 PDT 2009,i got a fourtune the other day and it said&quot;IF YOU DON'T LIE YOU NEVER HAVE TO REMEMBER ANYTHING&quot; so true. 
Negative,Thu Jun 18 23:47:05 PDT 2009,waiting to go tutor  hope the time LAGS FOREVER
Negative,Wed Jun 24 22:30:21 PDT 2009,Out My AK vs Deeb's AQ sb vs bb QJx77 Sigh 108th 
Negative,Sun Jun 07 03:36:41 PDT 2009,sundays are always boring nothing to do!!! off to get ready for 12 o clock mass now  sooo tired 
Negative,Fri May 22 05:22:05 PDT 2009,@MiKuS_ Thanks but I ate. It wasn't great and now I feel nauseous. 
Positive,Fri May 22 03:01:17 PDT 2009,@azstar165 anytime sweetie!  
Positive,Sun May 31 05:04:56 PDT 2009,it's time to eat dinner! 
Negative,Wed Jun 17 06:33:42 PDT 2009,Have a chat with your ghost and maybe you'll get along better. - you: hello ghost: boo. you:  ghost: boo.... http://tumblr.com/xc722jcus
Positive,Sat May 16 23:35:01 PDT 2009,"On treadmill, waiting for yoga class, watching CSI reruns. It's so hot outside! Might go for a swim.  http://myloc.me/11wb"
Negative,Wed Jun 17 15:40:12 PDT 2009,I didn't even realize I was singing aloud in my car with the window rolled down until the people walking started looking at me funny 
Positive,Mon Jun 15 19:14:29 PDT 2009,On my couch eating a sunkist orange in my sweats watching beetlejuice and not at all wishing I was out  evrybody have fun a sway th
Negative,Sat Jun 06 06:07:53 PDT 2009,horsey commit suicide  http://bit.ly/KptVp
Positive,Mon Jun 15 00:46:30 PDT 2009,My nephew is sleeping over...yay! 
Positive,Sun May 17 06:41:56 PDT 2009,"Achy morning after the wedding body, off to have some brunch. Hoping that'll cure me "
Positive,Sun May 31 04:18:39 PDT 2009,I wish @tommcfly and @TomFelton will reply to me one day! 
Negative,Fri May 29 10:40:16 PDT 2009,Yeah it's Friday but I have to work at 5am tomorrow  oh well going shopping afterwork
Positive,Tue Jun 16 00:04:01 PDT 2009,"who do the best BBQ's? Aussies, South Africans, Yanks, or Kiwis? Or as with most things, is it us lovely Brits !!!  #goodwindup"
Positive,Fri May 22 00:36:33 PDT 2009,@jonisno Have fun! I am flathunting today! What iz destroytwitter? How do i get it? 
Negative,Thu Jun 18 18:00:36 PDT 2009,@ClexIsEpic I MSS YOU!    sad cookie
Positive,Sat Jun 06 20:57:09 PDT 2009,@LeafHky THX so much! 
Negative,Fri Jun 19 13:48:52 PDT 2009,Luis 2 out of 5 interviews  now the other 3 plus another 3 next week that's 6 more interviews next week :O fun lol. http://ff.im/-4c07A
Negative,Sat Jun 06 13:53:26 PDT 2009,Only a Spitfire left in the Fridge  http://twitpic.com/6rtzf
Positive,Sat May 02 02:10:58 PDT 2009,@omw2thetop @sexired31008 @mz_lala8701 @HarmonyLovesU follow the new member @22chanel22 and give her a warm ass welcome to the team! 
Negative,Fri Jun 19 07:34:44 PDT 2009,fucking hell! might not be camping for mcfly now  ERGH.
Positive,Sat Jun 06 07:29:17 PDT 2009,Oh my gosh. Goat milk is awesome! 
Negative,Mon Jun 22 16:15:01 PDT 2009,Is so ready for the season perimere of The Secret Life Of The American Teenager!!! Is not going 2 b with kelz for a WEEK.  - :p P
Positive,Sat Jun 06 13:12:52 PDT 2009,"I am totally hooked on Musselman's unsweetened apple sauce. Apples, water, and vitamin C. I drink it from the container like it's a shake "
Positive,Tue Jun 02 06:42:52 PDT 2009,"What a great weekend, even managed some swimming in the (freezing!) ocean at Portrush. What bank holidays are made of "
Positive,Sun Jun 07 06:59:36 PDT 2009,@RachelLock22 hell yea!! There is no way jess could say no to us!  we're awesome!
Negative,Thu Jun 18 06:36:45 PDT 2009,"What is up with this weather in NYC??? I have to carry an umbrella, just in case, like almost every day now...UGH "
Negative,Fri Jun 19 15:52:21 PDT 2009,@jacobdyer doesn't like me. 
