"ID","Gender","Race","Age_at_Release","Residence_PUMA","Gang_Affiliated","Supervision_Risk_Score_First","Supervision_Level_First","Education_Level","Dependents","Prison_Offense","Prison_Years","Prior_Arrest_Episodes_Felony","Prior_Arrest_Episodes_Misd","Prior_Arrest_Episodes_Violent","Prior_Arrest_Episodes_Property","Prior_Arrest_Episodes_Drug","Prior_Arrest_Episodes_PPViolationCharges","Prior_Arrest_Episodes_DVCharges","Prior_Arrest_Episodes_GunCharges","Prior_Conviction_Episodes_Felony","Prior_Conviction_Episodes_Misd","Prior_Conviction_Episodes_Viol","Prior_Conviction_Episodes_Prop","Prior_Conviction_Episodes_Drug","Prior_Conviction_Episodes_PPViolationCharges","Prior_Conviction_Episodes_DomesticViolenceCharges","Prior_Conviction_Episodes_GunCharges","Prior_Revocations_Parole","Prior_Revocations_Probation","Condition_MH_SA","Condition_Cog_Ed","Condition_Other","Violations_ElectronicMonitoring","Violations_Instruction","Violations_FailToReport","Violations_MoveWithoutPermission","Delinquency_Reports","Program_Attendances","Program_UnexcusedAbsences","Residence_Changes","Avg_Days_per_DrugTest","DrugTests_THC_Positive","DrugTests_Cocaine_Positive","DrugTests_Meth_Positive","DrugTests_Other_Positive","Percent_Days_Employed","Jobs_Per_Year","Employment_Exempt","Recidivism_Within_3years","Recidivism_Arrest_Year1","Recidivism_Arrest_Year2","Recidivism_Arrest_Year3","Training_Sample"
6068,"M","BLACK","28-32",6,0,10,"Specialized","High School Diploma",1,NA,"More than 3 years",4,1,1,2,2,0,0,0,3,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,4,5,0,2,94.75,0.125,0,0,0,0,0,0,1,0,0,1,1
6069,"M","WHITE","23-27",25,0,8,"Standard","Less than HS diploma",0,"Violent/Non-Sex","1-2 years",7,6,3,1,3,5,1,0,3,4,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,3,10,0,3,NA,NA,NA,NA,NA,0.995286195,0.983838384,0,0,0,0,0,1
6070,"M","WHITE","43-47",18,0,3,"Standard","High School Diploma",0,NA,"Less than 1 year",8,4,1,2,2,3,0,1,2,2,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,4,2,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
6072,"M","BLACK","33-37",6,0,6,"Specialized","Less than HS diploma",1,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,67.29411765,0,0,0,0,1,0.638548951,0,0,0,0,0,0
6074,"M","BLACK","43-47",8,1,7,"High","Less than HS diploma",1,"Violent/Non-Sex","More than 3 years",6,2,2,4,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,0,NA,0.142857149,0.142857149,0,0,NA,NA,0,0,0,0,0,1
6075,"F","BLACK","28-32",5,NA,5,"Standard","Less than HS diploma",0,NA,"Less than 1 year",6,2,2,0,4,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1
6076,"M","BLACK","48 or older",2,0,3,"Standard","High School Diploma",0,"Violent/Non-Sex","1-2 years",8,6,3,5,1,5,0,0,3,4,1,3,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,20.44444444,0,0.111111112,0,0,0,0,0,1,0,1,0,1
6077,"F","WHITE","38-42",22,NA,8,"High","Less than HS diploma",1,"Property","Greater than 2 to 3 years",10,2,3,5,3,2,0,0,3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,5,0,3,46.73333333,0,0,0,0,0.992867332,0.521041369,1,0,0,0,0,0
6078,"M","BLACK","48 or older",4,0,2,"Standard","Less than HS diploma",3,"Drug","Less than 1 year",8,6,0,0,5,4,0,1,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1
6081,"M","BLACK","48 or older",11,0,8,"High","Less than HS diploma",3,"Drug","1-2 years",10,6,3,4,5,4,0,0,2,0,0,0,2,0,0,0,1,0,1,1,0,0,1,0,0,2,5,3,0,175,0.25,0.25,0,0,0,0,0,1,0,1,0,1
6082,"M","BLACK","28-32",8,0,6,"High","High School Diploma",2,"Violent/Non-Sex","Greater than 2 to 3 years",3,0,1,0,0,1,0,1,3,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,6,1,0,142.3636364,0.181818187,0.090909094,0,0,0.353767561,0.233237548,1,1,0,0,1,1
6083,"M","BLACK","28-32",4,0,8,"High","High School Diploma",0,"Drug","Greater than 2 to 3 years",4,6,3,3,4,5,1,0,1,4,0,2,2,1,0,0,0,0,1,1,0,1,0,0,0,4,10,3,3,27.47826087,0.478260875,0.086956523,0,0,0,0,1,1,0,1,0,1
6084,"M","BLACK","28-32",20,0,7,"High","High School Diploma",0,"Property","1-2 years",5,3,1,3,3,0,0,0,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,229.8,0,0,0,0,1,0.635770235,0,1,0,1,0,1
6089,"M","WHITE","48 or older",18,0,2,"Specialized","At least some college",3,"Violent/Sex","More than 3 years",2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,47.83333333,0,0,0,0,0.885017422,3,0,0,0,0,0,1
6092,"M","WHITE","33-37",16,0,4,"Specialized","At least some college",0,"Violent/Sex","1-2 years",2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,23,0,0,0,0,1,2,0,0,0,0,0,1
6093,"M","BLACK","28-32",18,0,7,"High","High School Diploma",1,"Drug","1-2 years",8,6,0,1,5,5,0,0,3,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100.75,0,0,0,0,0.8808933,0.906327543,0,1,0,0,1,1
6094,"M","BLACK","38-42",4,0,4,"Standard","At least some college",3,"Property","Greater than 2 to 3 years",6,2,3,1,3,2,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6,0,1,NA,NA,NA,NA,NA,0.949036669,0.227004351,0,0,0,0,0,1
6096,"M","WHITE","43-47",23,0,5,"Standard","Less than HS diploma",3,"Property","Greater than 2 to 3 years",6,0,0,3,1,2,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,48.57142857,0.047619049,0.095238097,0,0,1,0.716176471,0,0,0,0,0,0
6097,"M","WHITE","28-32",15,0,6,"Standard","At least some college",1,"Drug","1-2 years",5,6,0,1,4,3,0,0,3,3,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,1,5,0,0,22.96428571,0,0,0,0.035714287,0.961119751,0.568040435,0,1,0,1,0,1
6098,"M","BLACK","33-37",22,0,9,"Specialized","Less than HS diploma",2,"Violent/Non-Sex","More than 3 years",7,6,3,1,5,3,0,1,2,4,1,1,2,1,0,1,0,0,0,0,0,1,1,0,0,4,10,0,0,32.54545455,0.181818187,0,0,0,0.175977654,0.510125698,1,1,0,1,0,0
6099,"F","WHITE","38-42",17,NA,6,"High","Less than HS diploma",0,NA,"Less than 1 year",10,6,1,5,3,5,0,0,2,4,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,1
6100,"F","BLACK","48 or older",17,NA,2,NA,"Less than HS diploma",3,"Drug","1-2 years",10,4,1,3,2,5,0,0,3,4,0,3,2,1,0,0,0,0,1,1,0,0,0,0,1,4,4,0,3,53.95238095,0.047619049,0.238095239,0,0.047619049,0.880847308,0.322374228,0,0,0,0,0,1
6101,"M","BLACK","28-32",23,1,9,"Specialized","Less than HS diploma",3,"Property","1-2 years",6,2,1,5,0,1,0,1,1,1,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,109.4444444,0,0,0,0,0.458883249,0.370812183,0,0,0,0,0,0
6102,"F","WHITE","43-47",14,NA,3,NA,"Less than HS diploma",0,"Drug","Less than 1 year",7,6,1,1,4,5,0,0,1,4,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
6107,"M","BLACK","33-37",19,0,7,"High","High School Diploma",1,"Drug","Less than 1 year",7,3,3,2,3,2,0,0,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1.28760282,0,0,0,0,0,0
6109,"F","BLACK","28-32",20,NA,9,"Specialized","Less than HS diploma",1,"Drug","Greater than 2 to 3 years",8,4,3,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,NA,0.041666668,0.0625,0,0,NA,NA,1,0,0,0,0,1
6110,"F","BLACK","48 or older",5,NA,10,"Specialized","High School Diploma",0,"Property","More than 3 years",10,6,3,5,2,5,0,0,3,3,1,3,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,67.11111111,0,0,0,0,0.220198675,1.209437086,0,0,0,0,0,1
6112,"M","WHITE","38-42",10,0,3,NA,"At least some college",1,NA,"1-2 years",5,5,2,0,3,3,0,0,3,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,61.5,0,0,0,0,1,3,0,0,0,0,0,1
6113,"M","BLACK","28-32",11,0,8,"Specialized","At least some college",3,"Violent/Sex","More than 3 years",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,1,48.83333333,0,0,0,0,0.910125142,0.207764505,0,0,0,0,0,0
6115,"M","BLACK","28-32",5,0,8,"High","Less than HS diploma",0,"Drug","Less than 1 year",5,3,0,2,3,5,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,10,3,0,26,0.357142866,0.142857149,0,0,0,0,0,1,0,1,0,1
6116,"M","BLACK","33-37",14,1,6,"High","At least some college",3,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,3,70.77777778,0,0.111111112,0,0,0.273155416,1.14678179,0,0,0,0,0,1
6117,"M","BLACK","33-37",18,0,1,"Standard","High School Diploma",3,NA,"More than 3 years",7,6,0,0,5,5,0,0,3,4,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,165.1,0,0,0,0,0.969109631,0.442459116,0,0,0,0,0,0
6118,"M","BLACK","48 or older",25,0,10,"Standard","High School Diploma",0,"Property","Greater than 2 to 3 years",10,6,0,5,0,5,0,0,3,4,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,34.05714286,0,0,0,0,0.84647651,1.838506711,1,0,0,0,0,0
6119,"M","WHITE","48 or older",17,0,4,"Standard","Less than HS diploma",1,NA,"Less than 1 year",10,6,0,5,4,5,0,1,3,4,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,1,4,0,1,0,1,0,1
6123,"M","BLACK","28-32",11,0,5,"Standard","At least some college",3,"Other","More than 3 years",3,0,0,0,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,NA,NA,0,0,0,0,0,0
6125,"M","BLACK","28-32",19,0,5,"Standard","Less than HS diploma",2,NA,"Less than 1 year",6,4,3,3,2,3,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,9,2,0,52.83333333,0,0,0,0,0.403785489,1,0,0,0,0,0,1
6126,"M","WHITE","33-37",7,1,6,"Specialized","Less than HS diploma",3,"Other","Greater than 2 to 3 years",10,6,2,1,1,5,0,1,3,4,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,4,0,0,1,66.6,0.200000003,0,0,0,1,3,0,1,0,1,0,1
6127,"M","WHITE","48 or older",7,0,4,"Specialized","Less than HS diploma",2,"Property","More than 3 years",6,2,0,4,0,2,0,0,3,1,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,4,10,3,0,66.75,0,0.125,0,0,0.808988764,1.367977528,0,1,0,0,1,1
6128,"M","BLACK","28-32",5,0,10,"Specialized","High School Diploma",0,"Violent/Non-Sex","More than 3 years",5,0,2,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76.66666667,0,0,0,0,0.85,2.382065217,0,0,0,0,0,0
6129,"F","WHITE","43-47",17,NA,5,"Standard","At least some college",3,"Violent/Non-Sex","More than 3 years",4,1,1,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.2222222,0,0,0,0,1,0.24415107,0,0,0,0,0,1
6130,"M","BLACK","33-37",18,0,5,"High","Less than HS diploma",2,"Property","Greater than 2 to 3 years",7,6,2,3,2,5,1,1,3,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,234.3333333,0,0,0,0,0.900426743,1.558677098,0,1,0,0,1,1
6131,"F","BLACK","48 or older",9,NA,NA,NA,"At least some college",3,"Property","Less than 1 year",10,6,1,5,2,5,0,0,3,4,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,32.5,0,0,0,0,0,0,0,1,0,1,0,0
6133,"M","BLACK","43-47",22,0,7,"Specialized","High School Diploma",3,"Violent/Non-Sex","More than 3 years",10,1,3,5,1,1,0,0,3,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10,0,1,20.72727273,0,0.045454547,0,0,0.885964912,4.805921053,0,1,0,0,1,1
6134,"F","WHITE","38-42",17,NA,5,"Specialized","Less than HS diploma",3,"Violent/Non-Sex","More than 3 years",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.75,0,0,0,0,0.866738895,0.791440953,0,0,0,0,0,0
6135,"M","WHITE","38-42",17,0,6,"Standard","High School Diploma",0,"Property","1-2 years",7,6,3,2,2,5,0,1,3,4,1,1,2,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,1,43.59090909,0.045454547,0,0,0,0.983315954,1.142596455,0,0,0,0,0,0
6136,"M","BLACK","33-37",3,0,10,"Standard","High School Diploma",0,"Violent/Non-Sex","More than 3 years",6,2,3,3,0,2,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,3,0,0,46.1,0,0.050000001,0,0,0.575921909,1.188449024,0,1,0,0,1,1
6139,"M","BLACK","28-32",19,0,6,"Specialized","Less than HS diploma",0,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,290.8333333,0,0,0,0,0.916905444,0.837249284,0,0,0,0,0,1
6140,"M","WHITE","33-37",16,0,5,NA,"High School Diploma",2,NA,"Less than 1 year",3,3,0,3,1,0,0,1,0,3,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,27,0.071428575,0,0.071428575,0.071428575,1,1.932539683,0,1,0,1,0,0
6141,"M","WHITE","28-32",3,0,8,"High","At least some college",3,"Property","More than 3 years",4,6,2,3,0,1,0,0,2,2,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,3,1,1,NA,0,0,0,0,NA,NA,0,0,0,0,0,1
6143,"M","WHITE","43-47",13,0,10,"Specialized","At least some college",1,"Property","Greater than 2 to 3 years",10,5,1,5,4,2,0,0,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,3,50.11111111,0.111111112,0,0,0,0.88691796,1.619733925,0,1,0,1,0,0
6144,"M","BLACK","28-32",16,0,1,"Specialized","Less than HS diploma",2,"Other","1-2 years",8,6,2,3,4,5,0,0,3,4,1,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,166.6666667,0,0,0,0,1,1.461,0,0,0,0,0,1
6145,"M","BLACK","33-37",14,0,8,"High","Less than HS diploma",0,"Drug","Greater than 2 to 3 years",10,6,3,5,5,5,1,0,1,4,1,3,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,303.6666667,0.333333343,0,0,0,0,0,0,1,0,1,0,0
6149,"M","BLACK","28-32",7,0,7,"High","Less than HS diploma",2,"Drug","Less than 1 year",5,0,0,1,2,1,0,1,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,1,1.897402597,0,1,0,1,0,0
6150,"F","BLACK","43-47",15,NA,9,"Specialized","Less than HS diploma",1,"Drug","Greater than 2 to 3 years",10,4,3,5,3,3,0,0,3,2,1,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,101.3529412,0,0,0,0,0.165989553,0.21198491,1,1,0,1,0,1
6151,"M","BLACK","48 or older",18,0,6,"Specialized","At least some college",3,"Violent/Non-Sex","More than 3 years",2,2,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,1
6152,"M","BLACK","33-37",4,0,6,"Specialized","High School Diploma",0,"Other","Greater than 2 to 3 years",8,5,2,1,2,5,1,0,3,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,4,10,3,2,NA,0,0,0,0,NA,NA,1,0,0,0,0,0
6154,"M","WHITE","28-32",3,0,9,"Specialized","Less than HS diploma",2,"Property","Less than 1 year",6,3,1,3,0,0,0,1,1,4,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,10,3,1,68.16666667,0.5,0.166666672,0,0,0.068459658,0.893031785,0,0,0,0,0,1
6155,"F","BLACK","48 or older",1,NA,1,NA,"High School Diploma",0,"Property","Less than 1 year",10,2,0,5,1,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,0.142857149,0,0,0,0,0,1,0,0,0,0,0
6156,"M","BLACK","38-42",8,0,5,"Standard","Less than HS diploma",2,NA,"1-2 years",7,2,1,1,5,1,0,0,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,165.6,0,0,0,0,0,0,0,1,0,0,1,1
6157,"M","BLACK","48 or older",18,0,5,"Standard","Less than HS diploma",0,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,NA,NA,0,0,0,0,0,0
6159,"M","BLACK","48 or older",1,0,6,"Specialized","High School Diploma",0,"Violent/Sex","More than 3 years",3,2,1,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,2,10,0,3,36.63333333,0,0,0,0.033333335,0.761601456,0.664695177,0,1,0,0,1,0
6160,"M","BLACK","28-32",12,1,10,"Specialized","High School Diploma",3,"Property","Greater than 2 to 3 years",10,6,3,1,4,5,0,1,3,3,1,0,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,125.5,0.5,0,0,0,0,0,0,1,0,1,0,1
6163,"M","BLACK","33-37",18,0,6,"High","Less than HS diploma",3,"Violent/Non-Sex","More than 3 years",2,0,1,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,67.66666667,0,0,0,0,0.99859254,0.514074595,0,0,0,0,0,1
6164,"M","BLACK","33-37",5,0,7,"High","Less than HS diploma",1,NA,"1-2 years",8,5,0,2,5,3,0,1,3,3,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,98.2,0,0,0,0,1,2.975560081,0,0,0,0,0,1
6165,"M","WHITE","38-42",16,0,4,"Standard","High School Diploma",2,"Drug","Less than 1 year",5,6,3,2,2,2,1,1,1,3,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,1,6,0,1,59.14285714,0,0,0,0,0.700483092,0.882246377,1,1,0,1,0,1
6167,"M","WHITE","38-42",7,0,7,"High","Less than HS diploma",3,"Property","Less than 1 year",6,6,1,5,1,2,0,0,2,4,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,4,4,3,0,26.58823529,0.294117659,0.117647059,0,0.05882353,1,0.808075221,0,1,0,0,1,0
6169,"M","WHITE","48 or older",17,0,3,"Standard","High School Diploma",3,"Drug","Greater than 2 to 3 years",3,4,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,0.658165364,0.150246812,0,0,0,0,0,1
6170,"M","WHITE","33-37",21,0,4,NA,"Less than HS diploma",3,"Property","Less than 1 year",10,1,2,5,2,5,1,0,3,2,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,26.92307692,0,0,0,0,1,3,0,0,0,0,0,1
6173,"M","BLACK","28-32",8,0,7,"High","Less than HS diploma",1,NA,"Less than 1 year",6,4,2,1,3,1,0,1,3,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,0.651270208,0.421766744,0,1,0,0,1,1
6174,"M","BLACK","48 or older",11,1,2,"Standard","High School Diploma",0,"Violent/Non-Sex","1-2 years",4,1,1,1,1,2,0,0,3,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1
6175,"F","WHITE","43-47",14,NA,5,"Standard","High School Diploma",3,NA,"More than 3 years",9,6,1,5,0,2,0,0,3,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1
6176,"M","WHITE","28-32",3,0,7,"Specialized","High School Diploma",2,"Violent/Non-Sex","More than 3 years",7,6,2,1,0,5,0,0,3,2,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,4,10,3,2,NA,0.03125,0,0,0,0,NA,1,0,0,0,0,1
6177,"M","BLACK","33-37",17,0,4,NA,"Less than HS diploma",1,"Drug","Less than 1 year",10,3,1,2,4,5,1,0,3,3,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.799457995,0.989837398,0,1,0,0,1,1
6178,"M","BLACK","28-32",16,0,9,"Specialized","High School Diploma",3,NA,"More than 3 years",8,6,3,3,3,5,1,0,3,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,10,1,3,422.25,0.25,0,0,0,0.348727057,1.946269982,0,1,0,1,0,1
6179,"F","WHITE","33-37",16,NA,8,"Standard","Less than HS diploma",1,"Property","Less than 1 year",10,6,1,2,2,5,1,0,2,4,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1,4,1,3,2,NA,NA,NA,NA,NA,0.994750656,0.958661417,0,1,0,1,0,1
6182,"M","BLACK","28-32",7,0,8,"Specialized","At least some college",3,"Property","1-2 years",2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,0.994318182,2,0,1,0,1,0,1
6183,"M","BLACK","28-32",5,0,6,"High","At least some college",1,NA,"More than 3 years",4,2,0,1,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,6,0,0,NA,0.03846154,0.03846154,0,0,0,NA,0,0,0,0,0,0
6185,"M","BLACK","33-37",6,1,4,"Standard","Less than HS diploma",2,NA,"1-2 years",4,1,0,2,2,0,0,1,2,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,9,1,1,13.25490196,0,0.05882353,0,0,1,1.620931953,0,0,0,0,0,1
6186,"M","WHITE","38-42",6,0,5,NA,"At least some college",0,"Drug","Less than 1 year",3,2,0,1,2,1,0,0,2,2,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,50.2,0,0,0,0,1,5,0,0,0,0,0,1
6187,"F","WHITE","33-37",17,NA,9,"Standard","High School Diploma",0,"Drug","Less than 1 year",10,6,2,5,1,5,1,0,0,4,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,4,1,0,3,22.64,0.159999996,0,0.119999997,0.159999996,0,0,0,1,0,1,0,1
6190,"M","BLACK","33-37",18,0,9,"Specialized","Less than HS diploma",3,"Drug","1-2 years",7,6,2,0,4,5,0,1,0,3,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,83.45454545,0.090909094,0,0.090909094,0,0,0,0,1,0,1,0,0
6192,"F","WHITE","48 or older",5,NA,2,"Standard","At least some college",0,"Property","Less than 1 year",2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.927536232,1,0,1,0,0,1,1
6194,"M","BLACK","28-32",5,0,8,"Standard","High School Diploma",3,"Other","Less than 1 year",10,3,1,5,0,5,1,0,3,2,1,3,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,1,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0
6195,"M","BLACK","28-32",1,0,9,"Specialized","High School Diploma",0,"Violent/Sex","1-2 years",4,1,2,0,0,3,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,10,2,0,29.83333333,0.166666672,0,0,0,0.899441341,1,0,1,0,1,0,1
6196,"M","WHITE","48 or older",18,0,3,"Standard","Less than HS diploma",0,"Other","More than 3 years",6,1,1,2,2,3,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,3,6,0,0,202,0,0,0,0,0,0,1,1,0,1,0,1
6197,"M","BLACK","28-32",16,1,6,"Standard","Less than HS diploma",2,"Violent/Non-Sex","1-2 years",6,2,2,1,2,4,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
6199,"M","WHITE","28-32",20,1,8,NA,"High School Diploma",1,"Property","1-2 years",7,6,0,4,3,2,0,0,1,4,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,193.5,0,0,0,0,0.444444444,0.94379845,0,0,0,0,0,0
6201,"M","BLACK","33-37",4,0,6,"Standard","High School Diploma",2,"Violent/Non-Sex","1-2 years",7,6,3,2,1,5,0,0,2,4,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,4,1,0,0,54.1,0,0.200000003,0,0,0.894639556,0.675138632,0,1,0,0,1,1
6202,"F","WHITE","43-47",17,NA,1,"Standard","High School Diploma",1,"Drug","Greater than 2 to 3 years",3,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,3,69.75,0,0,0,0,0.583333333,0.654569892,0,0,0,0,0,1
6203,"M","BLACK","28-32",5,0,6,"High","Less than HS diploma",1,"Violent/Non-Sex","More than 3 years",6,2,1,5,0,2,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,132.6,0,0,0,0,0.743589744,0.550904977,1,1,0,1,0,1
6205,"M","WHITE","33-37",16,0,9,"Specialized","High School Diploma",2,"Property","1-2 years",10,5,0,4,1,5,0,1,3,1,0,3,0,1,0,1,0,0,1,1,1,0,1,1,0,4,10,2,0,19.15384615,0,0,0.230769232,0,0.530120482,1,0,1,0,1,0,1
6206,"M","WHITE","33-37",17,0,3,"Specialized","High School Diploma",1,"Violent/Sex","More than 3 years",4,5,1,0,1,3,1,0,3,2,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,0,159.6,0,0,0,0,0.443609023,0.915413534,0,1,0,1,0,1
